{7}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
{8}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{9}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{10}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
{11}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{12}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{13}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
{14}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{15}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{16}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
{17}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{18}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{20}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{21}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{22}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
{23}|{[10;11;12;13;31;32;33;34],[4],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[10],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[25],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[31],[1],[500],[0]}|{[10;11;12;13;31;32;33;34],[58],[1],[500],[0]}
{24}|{[17;18;19;20;35;36;37;38],[5],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[11],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[26],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[32],[1],[500],[0]}|{[17;18;19;20;35;36;37;38],[58],[1],[500],[0]}
{25}|{[3;4;5;6;27;28;29;30],[3],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[9],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[37],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[39],[1],[500],[0]}|{[3;4;5;6;27;28;29;30],[58],[1],[500],[0]}
